tweet_text_cleaned,user_description_cleaned,source,original_tid,u_id,label,is_synthetic,model
The 18 Louhan #Monks. Order now at {{URL}} #FREE DELIVERY AVAILABLE WORLDWIDE #arts #antiques #mammoth #ivory #tusk #xhaka {{URL}},I love Art especially Carved legal ivory,seed_0,t_787341462845460481,11,1,0,original
Britain to add booster shots to COVID-19 travel pass {{URL}},Total Ocean Devotion,following_1,t_1461675961531781125,578,0,0,original
Original film posters. #vintagefilmposters #film #oldfilm #films #errollflynn #goldenoldies #filmbuff #homecinema #filmnostalgia #astraantiquescentre #hemswell #lincolnshire {{URL}},We are proud to be one of the last independant centres at hemswell. Selling Antiques-Vintage-retro and reclamation so no matter what your looking for try us.,follower_29,t_1301829634594668545,1041,0,0,original
{{MENTION}} {{MENTION}} Lol you really think you did something huh smh,#Coleworld Love is my religion. A bad day is just another version of a good day • 🇨🇩 •,seed_r1,t_1488708491422408706,378,0,0,original
Rhinestone Stripe Bubblegum Handmade Beaded Keychain Purse Charm Black Silver {{URL}} {{MENTION}} #shopsmall #gifts #giftsforher #giftidea #buyhandmade #handmadewithlove {{URL}},Ebay Powerseller - Clothing - Handmade Accessories & Jewelry - Coffee Lover! ☕️ #shopsmall #supportthemakers #buyhandmade,following_20,t_1397158001841086468,417,0,0,original
"1910 Buick. This car had the complete interior recovered in green leather, deep buttoned to math the original style. {{URL}}","Eastbourne Upholstery Service. Car Seats repaired or recovered, Classic, Vintage or modern cars, Domestic Upholstery, Boats Vans, motor bike seats etc.",follower_55,t_453267591490846720,265,0,0,original
RT {{MENTION}}: Just a bunch of kids about to graduate Military Police School at Fort McClellan Alabama back in the day.😁 {{URL}},,following_22,t_1485067010681810945,627,0,0,original
RT {{MENTION}}: Vintage Signed #WEISS #BibNecklace Brilliant Dazzling Clear #Rhinestones #Crystal | Etsy {{URL}} (Twee…,"Born in Albuquerque, New Mexico “learn all you can so you can be the best you can be” investing and trading penny stocks I share my opinions only do DD",follower_64,t_1533982081956470784,734,0,0,original
Thanks {{MENTION}} for the RT 💖💖 {{URL}},Award-Winning #LGBTQ #Travel & Lifestyle Magazine since 2010! Vacations/trips/guides/news #ConnextionsMag #LGBTtravel #GayTravel #LesbianTravel,follower_53,t_964511121964191745,439,0,0,original
The sleek cast iron sculptures of Egyptian figures which make up these exquisite candelabra showcase the elegance of Durenne's craftsmanship. {{URL}} {{URL}},"Prestigious London gallery in the heart of Mayfair, dealing in a diverse range of 19th century antiques and artworks.",follower_35,t_930707044864348160,227,0,0,original
{{MENTION}} some specific tomes come through the store once a decade or so it's nice to say hello as they pass by,"Antiquarian booksellers in business since 1761. The shop, that is, not the staff. Our staff have normal human lifespans. Posts by Oliver.",following_22,t_1455547392548392963,543,0,0,original
when u havent heard from bae all day {{URL}},I buy shit I don’t want to sell it to people that DO want it for more ... so I can buy shit I want.,follower_16,t_468495562950836225,208,0,0,original
"RT {{MENTION}}: {{MENTION}} {{MENTION}} State of love and trust, Leash, In my Tree, PORCH, All or none, W.M.A, Dirty Frank, Go... ...",Pearl Jam - Martes 13 de Marzo - {{MENTION}},following_24,t_311269080105619456,1051,0,0,original
"Минувшее меня объемлет живо, И, кажется, вечор ещё бродил Я в этих рощах… ""…Вновь я посетил"", 1835 Мы приглашаем совершить путешествие по памятным пушкинским местам на выставке в Доме-музее В.Л. Пушкина с 10.02. 🖼 И.И. Левитан. ""…Вновь я посетил"". Картон, масло. 1898-1899 {{URL}}","Музей с уникальной коллекцией мемориальных предметов А.С. Пушкина, И.С. Тургенева, А. Белого и их близкого окружения. 5 филиалов. Основатель музея А.З. Крейн.",following_37,t_1093773278781550592,326,0,0,original
RT {{MENTION}}: #wineoclock #womaninbiz how sweet is this little bird brooch; would look so good on a tweed or wool coat/jacket http:/…,Award winning online vintage homestore.,following_32,t_402867678140198912,167,0,0,original
RT {{MENTION}}: Here is what we know: The Russians offered help. The Campaign accepted help. The Russians gave help. The President made…,loves everything Tesla. ❤️,following_14,t_939923270031339520,163,0,0,original
"Environmentalist Daniel Styles 2008 report estimated U.S. consumption poached ivory .045%, Southeast Asia 99.954% {{MENTION}} {{MENTION}}","Opposing CT hb5578, MA h1275, RI2796 which ban antique ivory. Save elephants without violating property rights, gun rights, art, history and culture.",follower_119,t_722140655519141888,2,0,0,original
Impressive 19th Ce. Meissen #Porcelain of a #family having a good time under the tree. Available at {{URL}} #arts #artist {{URL}},I love Art especially Carved legal ivory,seed_0,t_842481044943179776,11,1,0,original
"RT {{MENTION}}: Celebrating Asian Pacific American Heritage Month: Art, Literature, and Community {{URL}} #AsianPacificAmerica…","Founded and designed by Isamu Noguchi (1904–1988), and committed to advancing the appreciation of his art and legacy.",following_25,t_1266140370297069575,688,0,0,original
"RT {{MENTION}}: ""Posthumous Portrait of Percy Shelley Writing ""Prometheus Unbound"" in Italy. Joseph Severn, 1845 {{MENTION}} {{URL}}",First online Watch Collectors Catalogue Raisonné it's awesome! Get yours now,follower_39,t_740307526542098433,89,0,0,original
{{MENTION}} is the London project public Olly?,▪️Chief Executive {{MENTION}} ▪️Trustee {{MENTION}} ▪️Board member {{MENTION}},follower_46,t_828928624497655808,948,0,0,original
"Hooked on rugs! 🧵 Three East Coast crafters share their love of a timeless technique. #EastCoastLiving story by Alison Jenkins, originally published March 2020. {{URL}}","Atlantic Canada’s definitive homes magazine. Published by Metro Guide Publishing, an {{MENTION}} Company.",follower_50,t_1370013137617833985,151,0,0,original
{{MENTION}} Rock Goddess kicked more ass than their male NWOBHM peers back in the earl 80s. I'm fucking well pleased they're back,"Freelance writer, scribbling about history, vintage stuff & knitting. Avid tea drinker and rock music fan.",follower_101,t_323832141890863106,230,0,0,original
RT {{MENTION}}: Enjoy FREE municipal parking downtown this holiday season from Dec. 9 - Jan 2! (No overnight parking remains in effect),"A #furniture #consignment store located in the heart of #collingwood. #Estate #auction, #estate #liquidation #downsizing simplifier.",follower_67,t_945736287184711681,511,0,0,original
{{MENTION}} I never could get used to that speedo on my dads 69.,"The place for good food, fast cars and music since 1957🍦",follower_31,t_1155322999869980673,407,0,0,original
TODAY {{MENTION}} 11am - 5pm. Details on their website: {{URL}} #bathdecfair {{URL}},Antiquexplorer has now merged with VE Magazine - visit us here: {{URL}},follower_28,t_708642963396538368,697,0,0,original
"Waiting for the the first expert to say “a year ago this was worth £10,000 but today it’s worth nothing” in reference to an 18th century exquisitely carved Ivory work of art #AntiquesRoadshow #IvoryBan","'As Seen on TV' Antiques Dealer #JohnAustinAntiques Genealogist #JAGenealogy, nature lover. Supporter of {{MENTION}}_UK & {{MENTION}}_Voice Massive {{MENTION}}_And_Ollie Fan",follower_108,t_985596251709366272,99,0,0,original
Exactly what I'm looking for... {{URL}} {{URL}},"Online seller of Movie Posters, Music Posters, Action Figures, Pop Culture Collectibles & more. Follow us for new product updates, entertainment news & coupons",follower_38,t_835341953185128448,1004,0,0,original
Amazing Mammoth Ivory Carving Of Birds On A Flower This exquisite sculpture is of a bird perking a leaf. {{URL}} #mammoth #mammothivory #ivory #mammothivorytusk #bird #birdsivorycarvingivory #passion #art #beautiful #nature #legalmammothivory #masterpiece {{URL}},I love Art especially Carved legal ivory,seed_0,t_1191674636775428097,11,1,0,original
Help us reach 3000 genuine followers 🙏. Hard work and real posts to achieve an honest following. Many thanks to all our followers and welcome to all the new ones 🎂🔝. . . . If you would… {{URL}},Vintage uk watch shop established 1973. Specialist watch restoration and sales. Family business⌚ 0207 250 3734 (Also WhatsApp) Info{{MENTION}}.co.uk,following_25,t_1062854598870949889,225,0,0,original
"{{MENTION}} Just show up one time like ""sup""? Might get them to take you off the list",Life is a mystery. Everyone must stand alone. We are young. Love is a battlefield.,seed_r1,t_1484578075115413509,1138,0,0,original
How many followers do you get weekly? 10 awesome new followers for me! Grow with {{URL}},#Photography #Inspiration Lover of #Orchids and #Pugs #flowers #nature,follower_30,t_641655510798831616,1005,0,0,original
"An Inuit serpentine carving circa 1950s of the improbable narwhal. Each sinuous fold has been lovingly and expertly carved. The narwhal's single twisted tusk is  carved from ivory. Signed in Inuktitut syllabics by the artist.

Dimensions: 17"" x 11.5"" x 7""

{{URL}} {{URL}}","Carefully chosen Mid-Century Modern, Vintage & 20th Century Lighting, Furnishings, Art, Glass, Ceramics, Housewares, Clothing & Jewellery.",seed_r1,t_1118528981006016513,1099,1,0,original
OPEN ★ LEE TEAM SATURDAY $5 BNR ★ SALES: 02 ★ BINGO @ 6 AND 8 PM EST by LEE Curator {{URL}} via {{MENTION}},"Makin' new bling out of old things. I'm a jewelry designer, a music lover, a fangirler, and just an all around dork. {{URL}}",follower_64,t_630168209811836932,966,0,0,original
{{MENTION}} - July/August 2020 issue #Artforum More info: {{URL}} {{URL}},"e-flux is an international art network reaching more than 100,000 visual arts professionals",following_14,t_1278358875679404034,704,0,0,original
RT {{MENTION}}: This British fruit farmer is almost entirely dependent on EU migrants to work on his farm - he also voted for Brexit. Le…,'I'm a father!' *slaps face* 'A TV producer!' *slaps face* 'Father!' *slaps face* 'TV producer!' *slaps face* 'I'm a father AND a TV producer.' *sobs*,follower_12,t_1115123527408078849,868,0,0,original
The county made the list of Hottest Wine Destinations of 2016!!! {{URL}},Like Wine? I LUV wine! Over 45 wineries now in the county - check out {{URL}}. 6 Wineries featured on the Food Channel @ {{URL}},follower_54,t_677896042461929472,238,0,0,original
Great exhibition #cartier #style #history #paris largest ever #sapphire documented 478cts {{URL}},"Independent gemmologist and jewellery valuer for auction, trade, private sale, insurance and probate purposes.",follower_88,t_426300458953883648,157,0,0,original
Special Offer Link: {{URL}} #virgin #malaysianhair #weave #bodywave #indianhair #brazilianhair #peruvianhair #virginhair {{URL}},I love Art especially Carved legal ivory,seed_0,t_1148289177009549313,11,1,0,original
"Carrington &amp; Co. London - A 19th century Rosewood and etched ivory cased eight day mantel timepiece, lot 200 inour weekly sale, est £400-£600 #antiques #clocks #auction #Lewes {{URL}}",The leading #fineart & #antiques #auctioneers in the South East. Explore our collections at: {{URL}} or visit us in #Lewes #EastSussex,seed_r1,t_1144560733159604229,512,1,0,original
23rd September Film & TV #Auction Sale #rare #StarWars Lots and More {{MENTION}} - Watch the video highlights - {{URL}} {{URL}},"Largest specialist toy auction in the world. Monthly sales of diecast, trains, tinplate, Star Wars, Sci Fi, TV generation, dolls and bears.",follower_0,t_1439908393947484162,320,0,0,original
RT {{MENTION}}: Diese Aufkleber tauchen gerade in Berlin auf. Sehr gut! {{URL}},,follower_67,t_1554367049094291456,351,0,0,original
{{MENTION}} Still nice to have :),"Largest specialist toy auction in the world. Monthly sales of diecast, trains, tinplate, Star Wars, Sci Fi, TV generation, dolls and bears.",follower_0,t_1397832715957903361,320,0,0,original
So much fun and relaxation {{MENTION}} today #Spa {{URL}},Sell or Buy your next property today with Kelly Morgan {{URL}} {{URL}} 8058079579,follower_16,t_496532402936623104,367,0,0,original
Vintage Ivory Wedding Negligee by Cinema #vintage #wedding #lingerie #lace #bridal #honeymoon #etsy {{URL}} via {{MENTION}},"Vintage shop owner, animal lover, roller derby fanatic.",follower_41,t_511134951962464256,61,0,0,original
{{MENTION}} Any nature lover confronted with an animal that becomes a pest is going to feel conflicted. If you can live and let live most of the time and relocate when necessary you’re doing better than many. 🙏🏻,"Lake Dweller, Nature Lover, Music Maker, Story Teller, loving life on the beautiful South Shore of Nova Scotia.",following_25,t_1410353963422060550,180,0,0,original
